hydro,pathway,subpathway,query,gene
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,P23133,ZZD_todF
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,P39849,ZZD_xylB
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,P43503,ZZD_xylC
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q00456,ZZD_tmoA
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q00457,ZZD_tmoB
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q00458,ZZD_tmoC
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q00459,ZZD_tmoD
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q00460,ZZD_tmoE
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q03304,ZZD_tmoF
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q59702,ZZD_pchA
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q84DC3,ZZD_mdlD
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q8VSV8,ZZD_tomA3
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q9ANX0,ZZD_tomA5
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q9ANX1,ZZD_tomA4
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q9ANX3,ZZD_tomA2
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q9ANX4,ZZD_tomA1
C_Aromatics,C_Toluene degradation,C_Superpathway of aerobic toluene degradation,Q9R9T1,ZZD_pobA
C_Aromatics,C_Terephthalate degradation,C_Terephthalate degradation,Q3C1E0,ZZC_tphA1I
C_Aromatics,C_Terephthalate degradation,C_Terephthalate degradation,Q3C1E1,ZZC_tphB
C_Aromatics,C_Terephthalate degradation,C_Terephthalate degradation,Q3C1E2,ZZC_tphA3I
C_Aromatics,C_Terephthalate degradation,C_Terephthalate degradation,Q3C1E3,ZZC_tphA2I
D_Polymers,D_3PET,D_3PET,GEN0105,A_GEN0105
D_Polymers,D_LDPE,D_LDPE,PElaccase,B_lac
D_Polymers,D_NR,D_NR,A0A0M4UPQ3,C_latA
D_Polymers,D_NR,D_NR,A0A1S6Q8F9,C_roxB
D_Polymers,D_NR,D_NR,Q3L8N0,C_lcp
D_Polymers,D_NR,D_NR,Q7X0P3,C_roxA
D_Polymers,D_NR,D_NR,A0A975YYR5,lcp
D_Polymers,D_NR,D_NR,A0A975YYT9,lcp
D_Polymers,D_NR,D_NR,H6N162,lcp
D_Polymers,D_NR,D_NR,H6N4Z1,lcp
D_Polymers,D_Nylon,D_Nylon,P07061,D_nylB
D_Polymers,D_Nylon,D_Nylon,P13397,D_nylA
D_Polymers,D_Nylon,D_Nylon,P13398,D_nylA
D_Polymers,D_Nylon,D_Nylon,Q14T91,D_nylB
D_Polymers,D_Nylon,D_Nylon,Q14T92,D_nylC
D_Polymers,D_Nylon,D_Nylon,Q14TA0,D_nylB
D_Polymers,D_Nylon,D_Nylon,Q1EPR4,D_nylC
D_Polymers,D_Nylon,D_Nylon,Q1EPR5,D_nylC
D_Polymers,D_Nylon,D_Nylon,Q5YVW2,D_NFA_28320
D_Polymers,D_Nylon,D_Nylon,Q79F77,D_nylC
D_Polymers,D_O-PVA,D_O-PVA,Q588Z2,E_oph
D_Polymers,D_O-PVA,D_O-PVA,Q9LCQ7,E_pvaB
D_Polymers,D_P3HP,D_P3HP,O05527,F_phaZCac
D_Polymers,D_P3HP,D_P3HP,O82950,F_phaZpst
D_Polymers,D_P3HP,D_P3HP,P12625,F_phaZ
D_Polymers,D_P3HV,D_P3HV,V5YU56,G_hbd
D_Polymers,D_P4HB,D_P4HB,O05527,H_phaZCac
D_Polymers,D_P4HB,D_P4HB,O82950,H_phaZpst
D_Polymers,D_P4HB,D_P4HB,P12625,H_phaZ
D_Polymers,D_PBAT,D_PBAT,A0A145Z9W5,I_est
D_Polymers,D_PBAT,D_PBAT,A0A1C9T772,I_est
D_Polymers,D_PBAT,D_PBAT,A0A1C9T784,I_est
D_Polymers,D_PBAT,D_PBAT,A0A1C9T7D1,I_est
D_Polymers,D_PBAT,D_PBAT,A0A1C9T7D3,I_est
D_Polymers,D_PBAT,D_PBAT,A0A1C9T7G6,I_est
D_Polymers,D_PBAT,D_PBAT,A0A1C9T884,I_est
D_Polymers,D_PBAT,D_PBAT,AKZ20828,I_estA
D_Polymers,D_PBAT,D_PBAT,AKZ20829,I_estA
D_Polymers,D_PBAT,D_PBAT,D3AU79,I_CLOSTHATH_07193
D_Polymers,D_PBAT,D_PBAT,I9L7C1,I_FB4_0780
D_Polymers,D_PBAT,D_PBAT,W0TJ64,I_cut190
D_Polymers,D_PBAT,D_PBAT,A0A1E1FNX8,pbath
D_Polymers,D_PBAT,D_PBAT,A0A7I8E2Z4,pbath
D_Polymers,D_PBAT,D_PBAT,UPI000731EA1F,est
D_Polymers,D_PBS,D_PBS,A4UZ10,J_plaM4
D_Polymers,D_PBS,D_PBS,A4UZ12,J_plaM7
D_Polymers,D_PBS,D_PBS,A4UZ14,J_plaM9
D_Polymers,D_PBS,D_PBS,P19833,J_lip1
D_Polymers,D_PBS,D_PBS,P52956,J_cutL
D_Polymers,D_PBS,D_PBS,Q874E9,J_CLE1
D_Polymers,D_PBS,D_PBS,Q8RR62,J_pbsA
D_Polymers,D_PBS,D_PBS,S6BC01,J_PaCLE1
D_Polymers,D_PBS,D_PBS,W0TJ64,J_cut190
D_Polymers,D_PBS,D_PBS,Q99174,cut
D_Polymers,D_PBSA,D_PBSA,A4UZ10,K_plaM4
D_Polymers,D_PBSA,D_PBSA,A4UZ12,K_plaM7
D_Polymers,D_PBSA,D_PBSA,A4UZ14,K_plaM9
D_Polymers,D_PBSA,D_PBSA,EF189714,K_lipA
D_Polymers,D_PBSA,D_PBSA,P52956,K_cutL
D_Polymers,D_PBSA,D_PBSA,Q0VLQ1,K_ABO_2449
D_Polymers,D_PBSA,D_PBSA,Q0VQ49,K_estC
D_Polymers,D_PBSA,D_PBSA,Q0VQA3,K_ABO_1197
D_Polymers,D_PBSA,D_PBSA,Q6N9M9,K_RPA1511
D_Polymers,D_PBSA,D_PBSA,S6BC01,K_PaCLE1
D_Polymers,D_PBSA,D_PBSA,T1W006,K_est
D_Polymers,D_PBSA,D_PBSA,W0TJ64,K_cut190
D_Polymers,D_PCL,D_PCL,3GBS_A,L_cutL
D_Polymers,D_PCL,D_PCL,5AJH_A,L_cut
D_Polymers,D_PCL,D_PCL,7NEI_B,L_peth
D_Polymers,D_PCL,D_PCL,A0A0C1F4U8,L_OA86_11720
D_Polymers,D_PCL,D_PCL,A0A0G3BI90,L_AAW51_2473
D_Polymers,D_PCL,D_PCL,A0A0W0F4B8,L_WG66_16246
D_Polymers,D_PCL,D_PCL,A0A1M6F5V0,L_SAMN04487908_10753
D_Polymers,D_PCL,D_PCL,A0A1Z2SIQ1,L_BSQ33_03270
D_Polymers,D_PCL,D_PCL,A0A679PDB4,L_pclh
D_Polymers,D_PCL,D_PCL,A4UZ10,L_plaM4
D_Polymers,D_PCL,D_PCL,A4UZ12,L_plaM7
D_Polymers,D_PCL,D_PCL,A4UZ14,L_plaM9
D_Polymers,D_PCL,D_PCL,A6WFI5,L_cut
D_Polymers,D_PCL,D_PCL,B0FLR6,L_PLAase2
D_Polymers,D_PCL,D_PCL,C3RYL0,L_lipIAF5-2
D_Polymers,D_PCL,D_PCL,D1A2H1,L_Tcur_0390
D_Polymers,D_PCL,D_PCL,D4Q9N1,L_est1
D_Polymers,D_PCL,D_PCL,E9KJL1,L_cutA
D_Polymers,D_PCL,D_PCL,F7IX06,L_est2
D_Polymers,D_PCL,D_PCL,G9BY57,L_cut
D_Polymers,D_PCL,D_PCL,GEN0105,L_GEN0105
D_Polymers,D_PCL,D_PCL,P19833,L_lip1
D_Polymers,D_PCL,D_PCL,P19833,L_lip1
D_Polymers,D_PCL,D_PCL,Q0VLQ1,L_ABO_2449
D_Polymers,D_PCL,D_PCL,Q0VQA3,L_ABO_1197
D_Polymers,D_PCL,D_PCL,Q6N9M9,L_RPA1511
D_Polymers,D_PCL,D_PCL,Q6UFW4,L_phaZ
D_Polymers,D_PCL,D_PCL,Q874E9,L_CLE1
D_Polymers,D_PCL,D_PCL,Q96US9,L_cut3
D_Polymers,D_PCL,D_PCL,Q96UT0,L_cut2
D_Polymers,D_PCL,D_PCL,Q9RHU4,L_chi25
D_Polymers,D_PCL,D_PCL,R4YKL9,L_lipA
D_Polymers,D_PCL,D_PCL,S6BC01,L_PaCLE1
D_Polymers,D_PCL,D_PCL,T1W006,L_est
D_Polymers,D_PCL,D_PCL,W0TJ64,L_cut190
D_Polymers,D_PCL,D_PCL,WP_111881932.1,L_est
D_Polymers,D_PE,D_PE,Q02567,M_mnp1
D_Polymers,D_PEA,D_PEA,O05527,N_phaZCac
D_Polymers,D_PEA,D_PEA,O82950,N_phaZpst
D_Polymers,D_PEA,D_PEA,P12625,N_phaZ
D_Polymers,D_PEG,D_PEG,A9ZLZ8,O_pegC
D_Polymers,D_PEG,D_PEG,A9ZM00,O_pegA
D_Polymers,D_PES,D_PES,A0A0W0F4B8,P_WG66_16246
D_Polymers,D_PES,D_PES,A4UZ10,P_plaM4
D_Polymers,D_PES,D_PES,A4UZ12,P_plaM7
D_Polymers,D_PES,D_PES,A4UZ14,P_plaM9
D_Polymers,D_PES,D_PES,O05527,P_phaZCac
D_Polymers,D_PES,D_PES,O82950,P_phaZpst
D_Polymers,D_PES,D_PES,P12625,P_phaZ
D_Polymers,D_PES,D_PES,Q0VLQ1,P_ABO_2449
D_Polymers,D_PET,D_PET,2FX5_A,Q_cut
D_Polymers,D_PET,D_PET,5AJH_A,Q_cut
D_Polymers,D_PET,D_PET,7CUV_A,Q_peth
D_Polymers,D_PET,D_PET,7NEI_B,Q_peth
D_Polymers,D_PET,D_PET,A0A075B5G4,Q_cut
D_Polymers,D_PET,D_PET,A0A0C1F4U8,Q_OA86_11720
D_Polymers,D_PET,D_PET,A0A0G3BI90,Q_AAW51_2473
D_Polymers,D_PET,D_PET,A0A0K8P6T7,Q_ISF6_4831
D_Polymers,D_PET,D_PET,A0A0K8P8E7,Q_ISF6_0224
D_Polymers,D_PET,D_PET,A0A0W0F4B8,Q_WG66_16246
D_Polymers,D_PET,D_PET,A0A1B0Z6Y3,Q_lip
D_Polymers,D_PET,D_PET,A0A1H6AD45,Q_peth
D_Polymers,D_PET,D_PET,A0A1Z2SIQ1,Q_BSQ33_03270
D_Polymers,D_PET,D_PET,A0A2H5Z9R5,Q_HRbin29_00073
D_Polymers,D_PET,D_PET,ADV92528.1,Q_cut1
D_Polymers,D_PET,D_PET,C3RYL0,Q_lipIAF5-2
D_Polymers,D_PET,D_PET,D1A2H1,Q_Tcur_0390
D_Polymers,D_PET,D_PET,D1A9G5,Q_Tcur_1278
D_Polymers,D_PET,D_PET,D4Q9N1,Q_est1
D_Polymers,D_PET,D_PET,D7R6G8,Q_pnbA
D_Polymers,D_PET,D_PET,E9KJL1,Q_cutA
D_Polymers,D_PET,D_PET,E9LVH7,Q_cut1
D_Polymers,D_PET,D_PET,E9LVH8,Q_cut1
D_Polymers,D_PET,D_PET,E9LVH9,Q_cut2
D_Polymers,D_PET,D_PET,G8GER6,Q_cut_1
D_Polymers,D_PET,D_PET,G9BY57,Q_cut
D_Polymers,D_PET,D_PET,H6WX58,Q_peth
D_Polymers,D_PET,D_PET,LT571440,Q_peth
D_Polymers,D_PET,D_PET,LT571441,Q_peth
D_Polymers,D_PET,D_PET,LT571442,Q_peth
D_Polymers,D_PET,D_PET,LT571443,Q_peth
D_Polymers,D_PET,D_PET,LT571444,Q_peth
D_Polymers,D_PET,D_PET,LT571445,Q_peth
D_Polymers,D_PET,D_PET,P00590,Q_cut1
D_Polymers,D_PET,D_PET,P19833,Q_lip1
D_Polymers,D_PET,D_PET,P41365,Q_lipB
D_Polymers,D_PET,D_PET,Q4W9V8,Q_AFUA_4G03560
D_Polymers,D_PET,D_PET,Q6A0I3,Q_bta2
D_Polymers,D_PET,D_PET,Q6A0I4,Q_cut2
D_Polymers,D_PET,D_PET,R4YKL9,Q_lipA
D_Polymers,D_PET,D_PET,W0TJ64,Q_cut190
D_Polymers,D_PET,D_PET,WP_085690612.1,Q_est
D_Polymers,D_PET,D_PET,WP_111881932.1,Q_est
D_Polymers,D_PET,D_PET,A031MKR8,cut
D_Polymers,D_PET,D_PET,A0A078MGG8,lip
D_Polymers,D_PET,D_PET,A0A1F4JXW8,DLH
D_Polymers,D_PET,D_PET,A0A1I6NU60,cut
D_Polymers,D_PET,D_PET,A0A1T4KK94,cut
D_Polymers,D_PET,D_PET,A0A1W6L588,DLH
D_Polymers,D_PET,D_PET,7QJM,peth
D_Polymers,D_PET,D_PET,E5BBQ2,peth
D_Polymers,D_PET,D_PET,E8U721,lip
D_Polymers,D_PET,D_PET,E9UPM2,lip
D_Polymers,D_PET,D_PET,Q47RJ6,cut
D_Polymers,D_PET,D_PET,Q47RJ7,cut
D_Polymers,D_PET,D_PET,W6R2Y2,est
D_Polymers,D_PET,D_PET,X0BTD8,cut
D_Polymers,D_PET,D_PET,UPI00001688FB,cut
D_Polymers,D_PET,D_PET,UPI00078146B5,peth
D_Polymers,D_PET,D_PET,UPI000CEE1D89,peth
D_Polymers,D_PET,D_PET,UPI0021FA591C,peth
D_Polymers,D_PET,D_PET,UPI002203F04A,peth
D_Polymers,D_PET,D_PET,UPI0024CD5ADA,peth
D_Polymers,D_PHA,D_PHA,A0A8W8,R_phaZ
D_Polymers,D_PHA,D_PHA,A4UZ10,R_plaM4
D_Polymers,D_PHA,D_PHA,A4UZ12,R_plaM7
D_Polymers,D_PHA,D_PHA,A4UZ14,R_plaM9
D_Polymers,D_PHA,D_PHA,B2NHN2,R_phaZPfu
D_Polymers,D_PHA,D_PHA,B6UQD9,R_phaZd
D_Polymers,D_PHA,D_PHA,H6WL44,R_phaZ
D_Polymers,D_PHA,D_PHA,KFJ10595,R_phaZ
D_Polymers,D_PHA,D_PHA,M9YBL3,R_AvCA6_03910
D_Polymers,D_PHA,D_PHA,O05527,R_phaZCac
D_Polymers,D_PHA,D_PHA,O24719,R_phaZ
D_Polymers,D_PHA,D_PHA,P12625,R_phaZ
D_Polymers,D_PHA,D_PHA,P19833,R_lip1
D_Polymers,D_PHA,D_PHA,P52090,R_phaZ1
D_Polymers,D_PHA,D_PHA,P72206,R_phaZ2
D_Polymers,D_PHA,D_PHA,P72207,R_phaZ3
D_Polymers,D_PHA,D_PHA,P94146,R_phaZ
D_Polymers,D_PHA,D_PHA,Q0JYJ1,R_phaZ7
D_Polymers,D_PHA,D_PHA,Q0JZG9,R_phaZ6
D_Polymers,D_PHA,D_PHA,Q0K2G9,R_phaZ5
D_Polymers,D_PHA,D_PHA,Q0K4D5,R_phaZ3
D_Polymers,D_PHA,D_PHA,Q0K7T2,R_phaZ2
D_Polymers,D_PHA,D_PHA,Q0K9H3,R_phaZ2
D_Polymers,D_PHA,D_PHA,Q0KBZ6,R_phaY2
D_Polymers,D_PHA,D_PHA,Q0KCI0,R_phaZ1
D_Polymers,D_PHA,D_PHA,Q0VLQ1,R_ABO_2449
D_Polymers,D_PHA,D_PHA,Q2RSX6,R_Rru_A1969
D_Polymers,D_PHA,D_PHA,Q3EMN2,R_RBTH_03267
D_Polymers,D_PHA,D_PHA,Q51718,R_phaZ
D_Polymers,D_PHA,D_PHA,Q51870,R_phaZ4
D_Polymers,D_PHA,D_PHA,Q51871,R_phaZ5
D_Polymers,D_PHA,D_PHA,Q52155,R_pDS-PS
D_Polymers,D_PHA,D_PHA,Q5YEW3,R_phaZ
D_Polymers,D_PHA,D_PHA,Q6MH49,R_phaZbd
D_Polymers,D_PHA,D_PHA,Q6UFW4,R_phaZ
D_Polymers,D_PHA,D_PHA,Q71KW6,R_phaZ
D_Polymers,D_PHA,D_PHA,Q7WXF6,R_phaZ
D_Polymers,D_PHA,D_PHA,Q874E9,R_CLE1
D_Polymers,D_PHA,D_PHA,Q8GRC2,R_phaZ
D_Polymers,D_PHA,D_PHA,Q939Q9,R_phaZ7
D_Polymers,D_PHA,D_PHA,Q9KIF2,R_fkbU
D_Polymers,D_PHA,D_PHA,Q9LBN6,R_phaZ
D_Polymers,D_PHA,D_PHA,Q9ZNH8,R_phaZ
D_Polymers,D_PHA,D_PHA,V5YT97,R_phaZc
D_Polymers,D_PHA,D_PHA,V5YU56,R_hbd
D_Polymers,D_PHA,D_PHA,W0TJ64,R_cut190
D_Polymers,D_PHB,D_PHB,A0A8W8,S_phaZ
D_Polymers,D_PHB,D_PHB,A4UZ10,S_plaM4
D_Polymers,D_PHB,D_PHB,A4UZ12,S_plaM7
D_Polymers,D_PHB,D_PHB,ALC24_4107,S_ALC24_4107
D_Polymers,D_PHB,D_PHB,B2NHN2,S_phaZPfu
D_Polymers,D_PHB,D_PHB,B6UQD9,S_phaZd
D_Polymers,D_PHB,D_PHB,H6WL44,S_phaZ
D_Polymers,D_PHB,D_PHB,KFJ10595,S_phaZ
D_Polymers,D_PHB,D_PHB,M9YBL3,S_AvCA6_03910
D_Polymers,D_PHB,D_PHB,O05527,S_phaZCac
D_Polymers,D_PHB,D_PHB,O24719,S_phaZ
D_Polymers,D_PHB,D_PHB,O82950,S_phaZpst
D_Polymers,D_PHB,D_PHB,P12625,S_phaZ
D_Polymers,D_PHB,D_PHB,P19833,S_lip1
D_Polymers,D_PHB,D_PHB,P52090,S_phaZ1
D_Polymers,D_PHB,D_PHB,P72206,S_phaZ2
D_Polymers,D_PHB,D_PHB,P72207,S_phaZ3
D_Polymers,D_PHB,D_PHB,P94146,S_phaZ
D_Polymers,D_PHB,D_PHB,Q0JYJ1,S_phaZ7
D_Polymers,D_PHB,D_PHB,Q0JZG9,S_phaZ6
D_Polymers,D_PHB,D_PHB,Q0K2G9,S_phaZ5
D_Polymers,D_PHB,D_PHB,Q0K4D5,S_phaZ3
D_Polymers,D_PHB,D_PHB,Q0K7T2,S_phaZ2
D_Polymers,D_PHB,D_PHB,Q0KBZ6,S_phaY2
D_Polymers,D_PHB,D_PHB,Q0KBZ6,S_phaY2
D_Polymers,D_PHB,D_PHB,Q0KCI0,S_phaZ1
D_Polymers,D_PHB,D_PHB,Q2RSX6,S_Rru_A1969
D_Polymers,D_PHB,D_PHB,Q3EMN2,S_RBTH_03267
D_Polymers,D_PHB,D_PHB,Q51870,S_phaZ4
D_Polymers,D_PHB,D_PHB,Q51871,S_phaZ5
D_Polymers,D_PHB,D_PHB,Q52155,S_pDS-PS
D_Polymers,D_PHB,D_PHB,Q5YEW3,S_phaZ
D_Polymers,D_PHB,D_PHB,Q71KW6,S_phaZ
D_Polymers,D_PHB,D_PHB,Q7WXF6,S_phaZ
D_Polymers,D_PHB,D_PHB,Q874E9,S_CLE1
D_Polymers,D_PHB,D_PHB,Q8GRC2,S_phaZ
D_Polymers,D_PHB,D_PHB,Q939Q9,S_phaZ7
D_Polymers,D_PHB,D_PHB,Q9KIF2,S_fkbU
D_Polymers,D_PHB,D_PHB,Q9LBN6,S_phaZ
D_Polymers,D_PHB,D_PHB,Q9ZNH8,S_phaZ
D_Polymers,D_PHB,D_PHB,V5YT97,S_phaZc
D_Polymers,D_PHB,D_PHB,W0TJ64,S_cut190
D_Polymers,D_PHB,D_PHB,Afu4g03560,S_phaZ
D_Polymers,D_PHBV,D_PHBV,B6UQD9,T_phaZd
D_Polymers,D_PHBV,D_PHBV,Q0VLQ1,T_ABO_2449
D_Polymers,D_PHBV,D_PHBV,Q6UFW4,T_phaZ
D_Polymers,D_PHBV,D_PHBV,V5YU56,T_hbd
D_Polymers,D_PHO,D_PHO,Q51718,U_phaZ
D_Polymers,D_PHPV,D_PHPV,Q6UFW4,V_phaZ
D_Polymers,D_PLA,D_PLA,A4UZ10,W_plaM4
D_Polymers,D_PLA,D_PLA,A4UZ11,W_plaM5
D_Polymers,D_PLA,D_PLA,A4UZ12,W_plaM7
D_Polymers,D_PLA,D_PLA,A4UZ14,W_plaM9
D_Polymers,D_PLA,D_PLA,B0FY08,W_PLAase3
D_Polymers,D_PLA,D_PLA,E9LVH8,W_cut1
D_Polymers,D_PLA,D_PLA,E9LVH9,W_cut2
D_Polymers,D_PLA,D_PLA,GEN0105,W_GEN0105
D_Polymers,D_PLA,D_PLA,P00780,W_subC
D_Polymers,D_PLA,D_PLA,P06873,W_PROK
D_Polymers,D_PLA,D_PLA,P19833,W_lip1
D_Polymers,D_PLA,D_PLA,P29599,W_SUBB_LEDLE
D_Polymers,D_PLA,D_PLA,P29600,W_SUBS_LEDLE
D_Polymers,D_PLA,D_PLA,Q0VLQ1,W_ABO_2449
D_Polymers,D_PLA,D_PLA,Q0VLQ1,W_ABO_2449
D_Polymers,D_PLA,D_PLA,Q0VQ49,W_estC
D_Polymers,D_PLA,D_PLA,Q0VQA3,W_ABO_1197
D_Polymers,D_PLA,D_PLA,Q6N9M9,W_RPA1511
D_Polymers,D_PLA,D_PLA,Q83VD0,W_plaA
D_Polymers,D_PLA,D_PLA,Q874E9,W_CLE1
D_Polymers,D_PLA,D_PLA,T1W006,W_est
D_Polymers,D_PLA,D_PLA,T1W153,W_est
D_Polymers,D_PLA,D_PLA,W0M2H4,W_est
D_Polymers,D_PLA,D_PLA,W0TJ64,W_cut190
D_Polymers,D_PMCL,D_PMCL,1AGY,X_cut1
D_Polymers,D_PPA,D_PPA,A6WFI5,Y_cut
D_Polymers,D_PPL,D_PPL,Q9ZNH8,Z_phaZ
D_Polymers,D_PU,D_PU,A0A0C1F4U8,ZA_OA86_11720
D_Polymers,D_PU,D_PU,A0A1H6AD45,ZA_peth
D_Polymers,D_PU,D_PU,A0A1M6F5V0,ZA_SAMN04487908_10753
D_Polymers,D_PU,D_PU,A1Z374,ZA_pueA
D_Polymers,D_PU,D_PU,P19833,ZA_lip1
D_Polymers,D_PU,D_PU,POM09750,ZA_lip
D_Polymers,D_PU,D_PU,Q4KBS3,ZA_pueB
D_Polymers,D_PU,D_PU,Q4KBS6,ZA_pueA
D_Polymers,D_PU,D_PU,Q9LAB9,ZA_pulA
D_Polymers,D_PU,D_PU,Q9R9H2,ZA_pueB
D_Polymers,D_PU,D_PU,Q9WX47,ZA_pudA
D_Polymers,D_PU,D_PU,Q9X3C0,ZA_pueA
D_Polymers,D_PU,D_PU,WP_052671284.1,ZA_est
D_Polymers,D_PU,D_PU,WP_111881932.1,ZA_est
D_Polymers,D_PU,D_PU,Q9AHE8,ZA_amdA
D_Polymers,D_PVA,D_PVA,A0A1B2N825,ZB_BAY15_3292
D_Polymers,D_PVA,D_PVA,P77931,ZB_pvaA
D_Polymers,D_PVA,D_PVA,Q588Z1,ZB_pvaA
D_Polymers,D_PVA,D_PVA,Q588Z2,ZB_oph
D_Polymers,D_PVA,D_PVA,Q9LCQ7,ZB_pvaB
E_Biosurfactants,E_Amphisin,E_Amphisin,Q936V0,A_amsY
E_Biosurfactants,E_Arthrofactin,E_Arthrofactin,Q84BQ4,B_arfC
E_Biosurfactants,E_Arthrofactin,E_Arthrofactin,Q84BQ5,B_arfB
E_Biosurfactants,E_Arthrofactin,E_Arthrofactin,Q84BQ6,B_arfA
E_Biosurfactants,E_Emulsan,E_Emulsan,P0AAB2,C_wzb
E_Biosurfactants,E_Emulsan,E_Emulsan,P76387,C_wzc
E_Biosurfactants,E_Fengacyn,E_Fengacyn,Q9F4F7,D_ffp
E_Biosurfactants,E_Hydrophobin,E_Hydrophobin,P52754,E_hfb1
E_Biosurfactants,E_Hydrophobin,E_Hydrophobin,P79073,E_hfb2
E_Biosurfactants,E_Iturin,E_Iturin,BAB69697.1,F_ituD
E_Biosurfactants,E_Iturin,E_Iturin,BAB69698.1,F_ituA
E_Biosurfactants,E_Iturin,E_Iturin,BAB69699.1,F_ituB
E_Biosurfactants,E_Iturin,E_Iturin,BAB69700.1,F_ituC
E_Biosurfactants,E_Lactonic sophorose lipid,E_Lactonic sophorose lipid,S5ZJC7,G_sble
E_Biosurfactants,E_Mannosylerythritol lipids MEL,E_Mannosylerythritol lipids MEL,A0A0D1DZV5,H_emt1
E_Biosurfactants,E_Mycosubtilin,E_Mycosubtilin,Q9R9I9,I_mycC
E_Biosurfactants,E_Mycosubtilin,E_Mycosubtilin,Q9R9J0,I_mycB
E_Biosurfactants,E_Mycosubtilin,E_Mycosubtilin,Q9R9J1,I_mycA
E_Biosurfactants,E_Plipastatin,E_Plipastatin,O31827,J_ppsE
E_Biosurfactants,E_Plipastatin,E_Plipastatin,P39845,J_ppsA
E_Biosurfactants,E_Plipastatin,E_Plipastatin,P39846,J_ppsB
E_Biosurfactants,E_Plipastatin,E_Plipastatin,P39847,J_ppsC
E_Biosurfactants,E_Plipastatin,E_Plipastatin,P94459,J_ppsD
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,P54292,K_rhlR
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,Q51559,K_rhlA
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,Q9HXE5,K_rhlB
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,Q9I4K5,K_rhlC
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,Q9HYD1,K_rhlB
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,ADX31267.1,K_rhlB
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,AJK48831.1,K_rhlA
E_Biosurfactants,E_Rhamnolipids,E_Rhamnolipids,ADX31268.1,K_rhlC
E_Biosurfactants,E_Serrawetin,E_Serrawetin,Q75PZ2,L_pswP
E_Biosurfactants,E_Sophorolipids,E_Sophorolipids,G0YF19,M_at
E_Biosurfactants,E_Surfactin,E_Surfactin,P27206,N_srfAA
E_Biosurfactants,E_Surfactin,E_Surfactin,P39135,N_sfp
E_Biosurfactants,E_Surfactin,E_Surfactin,Q04747,N_srfAB
